                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3241,                 5.4143,                 1.9528,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014443,             0.00014443,             0.00014443
                      2,                 1.7733,                 3.9356,                 1.3637,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000297,               0.000297,               0.000297
                      3,                 1.5353,                 2.7948,                 1.2494,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044649,             0.00044649,             0.00044649
                      4,                 1.4565,                 2.3311,                 1.2004,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005929,              0.0005929,              0.0005929
                      5,                 1.4266,                 2.1341,                 1.1973,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073623,             0.00073623,             0.00073623
                      6,                 1.3938,                 1.9149,                 1.1786,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087648,             0.00087648,             0.00087648
                      7,                   1.35,                 1.6806,                 1.1566,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010137,              0.0010137,              0.0010137
                      8,                 1.3186,                 1.5493,                  1.161,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001034,               0.001034,               0.001034
                      9,                 1.3308,                  1.425,                 1.1721,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001023,               0.001023,               0.001023
                     10,                 1.2487,                 1.3558,                 1.1352,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001012,               0.001012,               0.001012
                     11,                 1.2649,                 1.2762,                 1.1284,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001001,               0.001001,               0.001001
                     12,                 1.2634,                 1.2143,                 1.1197,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099001,             0.00099001,             0.00099001
                     13,                 1.2453,                 1.1273,                 1.1227,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097901,             0.00097901,             0.00097901
                     14,                  1.207,                 1.0763,                  1.096,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096801,             0.00096801,             0.00096801
                     15,                 1.1796,                 1.0025,                 1.0908,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095702,             0.00095702,             0.00095702
                     16,                 1.1815,                0.99513,                 1.0937,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094602,             0.00094602,             0.00094602
                     17,                 1.1818,                0.98639,                 1.0932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093502,             0.00093502,             0.00093502
                     18,                  1.181,                0.97069,                 1.0977,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092402,             0.00092402,             0.00092402
                     19,                 1.1189,                0.89002,                 1.0612,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091302,             0.00091302,             0.00091302
                     20,                 1.1311,                0.85966,                 1.0687,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090202,             0.00090202,             0.00090202
                     21,                 1.1135,                0.87538,                 1.0513,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089102,             0.00089102,             0.00089102
                     22,                 1.1509,                0.85558,                 1.0782,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088002,             0.00088002,             0.00088002
                     23,                 1.1105,                0.81494,                 1.0642,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086902,             0.00086902,             0.00086902
                     24,                 1.0824,                0.80531,                 1.0446,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085803,             0.00085803,             0.00085803
                     25,                  1.085,                0.78695,                 1.0518,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084703,             0.00084703,             0.00084703
                     26,                 1.0705,                0.77369,                 1.0378,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083603,             0.00083603,             0.00083603
                     27,                 1.0626,                0.77503,                 1.0433,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082503,             0.00082503,             0.00082503
                     28,                 1.0782,                0.75117,                 1.0361,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081403,             0.00081403,             0.00081403
                     29,                 1.0411,                0.71632,                 1.0235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080303,             0.00080303,             0.00080303
                     30,                  1.039,                0.71074,                 1.0268,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079203,             0.00079203,             0.00079203
                     31,                  1.042,                 0.6874,                  1.031,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078103,             0.00078103,             0.00078103
                     32,                 1.0184,                0.69792,                  1.023,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077003,             0.00077003,             0.00077003
                     33,                 1.0142,                0.66078,                 1.0162,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075904,             0.00075904,             0.00075904
                     34,                 1.0371,                  0.692,                 1.0264,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074804,             0.00074804,             0.00074804
                     35,                 1.0226,                   0.68,                 1.0202,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073704,             0.00073704,             0.00073704
                     36,                0.97674,                0.62719,                 1.0106,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072604,             0.00072604,             0.00072604
                     37,                0.97645,                0.61896,                 0.9972,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00071504,             0.00071504,             0.00071504
                     38,                0.96262,                0.63075,                0.99585,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00070404,             0.00070404,             0.00070404
                     39,                0.94815,                0.60585,                0.99288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00069304,             0.00069304,             0.00069304
                     40,                0.96654,                0.61996,                0.99618,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00068204,             0.00068204,             0.00068204
                     41,                0.95871,                0.62446,                0.99966,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00067104,             0.00067104,             0.00067104
                     42,                0.94287,                0.61204,                0.99145,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00066005,             0.00066005,             0.00066005
                     43,                0.92695,                0.60596,                 0.9813,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00064905,             0.00064905,             0.00064905
                     44,                0.94566,                0.60524,                 0.9863,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00063805,             0.00063805,             0.00063805
                     45,                0.93531,                 0.5747,                0.98416,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00062705,             0.00062705,             0.00062705
                     46,                0.92799,                0.56606,                0.98006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061605,             0.00061605,             0.00061605
                     47,                0.90073,                0.56862,                0.97059,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00060505,             0.00060505,             0.00060505
                     48,                0.90762,                0.56853,                0.97691,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00059405,             0.00059405,             0.00059405
                     49,                0.92423,                0.56513,                0.98201,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00058305,             0.00058305,             0.00058305
                     50,                0.91403,                0.55848,                0.97453,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057205,             0.00057205,             0.00057205
                     51,                0.89936,                 0.5632,                 0.9654,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00056105,             0.00056105,             0.00056105
                     52,                0.89407,                 0.5581,                0.97171,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00055006,             0.00055006,             0.00055006
                     53,                0.91006,                0.55305,                0.97168,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053906,             0.00053906,             0.00053906
                     54,                0.88172,                0.54181,                 0.9641,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00052806,             0.00052806,             0.00052806
                     55,                0.87071,                0.52551,                0.96255,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00051706,             0.00051706,             0.00051706
                     56,                0.85163,                0.53784,                 0.9563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00050606,             0.00050606,             0.00050606
                     57,                0.85449,                0.52734,                0.94889,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00049506,             0.00049506,             0.00049506
                     58,                 0.8659,                0.51752,                0.95162,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00048406,             0.00048406,             0.00048406
                     59,                 0.8768,                0.53664,                0.95883,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00047306,             0.00047306,             0.00047306
                     60,                0.84931,                0.50384,                0.94679,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046206,             0.00046206,             0.00046206
                     61,                0.83659,                0.50567,                0.94377,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045107,             0.00045107,             0.00045107
                     62,                0.82677,                0.50049,                0.93999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044007,             0.00044007,             0.00044007
                     63,                0.82343,                0.49795,                 0.9394,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042907,             0.00042907,             0.00042907
                     64,                0.82596,                0.50711,                0.94102,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041807,             0.00041807,             0.00041807
                     65,                0.81137,                0.50046,                0.94257,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040707,             0.00040707,             0.00040707
                     66,                0.80653,                 0.4961,                0.93839,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039607,             0.00039607,             0.00039607
                     67,                0.80568,                0.48071,                0.93445,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038507,             0.00038507,             0.00038507
                     68,                0.79424,                0.47828,                0.93289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037407,             0.00037407,             0.00037407
                     69,                0.76754,                0.46576,                0.91943,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036307,             0.00036307,             0.00036307
                     70,                0.78684,                0.48216,                0.93288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035208,             0.00035208,             0.00035208
                     71,                0.77204,                0.46635,                0.92494,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034108,             0.00034108,             0.00034108
                     72,                0.78747,                0.46966,                0.92598,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033008,             0.00033008,             0.00033008
                     73,                0.76564,                0.45432,                0.92975,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031908,             0.00031908,             0.00031908
                     74,                0.74973,                0.44805,                0.91824,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030808,             0.00030808,             0.00030808
                     75,                0.76522,                0.45737,                0.92359,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029708,             0.00029708,             0.00029708
                     76,                0.75698,                0.45598,                0.92148,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028608,             0.00028608,             0.00028608
                     77,                0.76428,                0.46241,                0.92431,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027508,             0.00027508,             0.00027508
                     78,                0.73757,                0.44323,                 0.9204,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026408,             0.00026408,             0.00026408
                     79,                0.74118,                0.44546,                0.91413,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025309,             0.00025309,             0.00025309
                     80,                0.74229,                0.43454,                0.91461,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024209,             0.00024209,             0.00024209
                     81,                0.71932,                0.42395,                0.90817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023109,             0.00023109,             0.00023109
                     82,                0.70095,                0.43107,                0.89936,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022009,             0.00022009,             0.00022009
                     83,                 0.7108,                 0.4238,                0.89968,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020909,             0.00020909,             0.00020909
                     84,                0.71617,                0.41958,                0.90414,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019809,             0.00019809,             0.00019809
                     85,                0.71664,                0.42974,                0.90314,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018709,             0.00018709,             0.00018709
                     86,                0.70469,                0.41682,                0.90074,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017609,             0.00017609,             0.00017609
                     87,                0.69594,                0.42326,                0.90082,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016509,             0.00016509,             0.00016509
                     88,                0.69137,                0.41005,                0.89654,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001541,              0.0001541,              0.0001541
                     89,                0.67936,                0.40674,                0.89834,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001431,              0.0001431,              0.0001431
                     90,                0.68734,                0.40334,                0.89687,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001321,              0.0001321,              0.0001321
                     91,                0.60909,                0.33732,                0.87598,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001211,              0.0001211,              0.0001211
                     92,                0.59836,                0.33195,                0.87279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001101,              0.0001101,              0.0001101
                     93,                 0.5885,                0.33512,                0.86889,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                0.60572,                 0.3298,                0.87412,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                0.58317,                0.32395,                0.86758,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                0.57351,                0.31942,                0.86931,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                0.56844,                0.31987,                0.86797,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                0.56965,                0.31737,                0.86408,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                0.56989,                0.31826,                0.86814,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                0.55355,                0.30908,                 0.8584,                0.53987,                0.79215,                0.75094,                0.51471,                 1.1682,                0.61803,                 1.0896,             2.2109e-05,             2.2109e-05,             2.2109e-05
